job_id,family,task,variant,replicate,model_id,harness_id,max_iterations,submitted_iterations,structured_claims,unique_structured_claims,primary_recovered,primary_iteration,strict_recovered,strict_iteration,recovery_at_95,recovery_at_exact_membership,capped_iterations
job_0218,clinical,prostate,named,7,gpt-5.6-luna,chatgpt-work-structured-v1,25,4,14,14,False,,False,,False,False,25
job_0219,depmap,depmap,named,6,gpt-5.6-luna,chatgpt-work-structured-v1,10,10,28,22,False,,False,,False,False,10
job_0220,depmap,depmap,named,8,gpt-5.6-luna,chatgpt-work-structured-v1,10,3,30,30,False,,False,,False,False,10
job_0221,clinical,aml,anonymized,18,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,12,11,False,,False,,False,False,25
job_0222,clinical,aml,anonymized,2,gpt-5.6-luna,chatgpt-work-structured-v1,25,3,10,8,False,,False,,False,False,25
job_0223,depmap,depmap,anonymized,9,gpt-5.6-luna,chatgpt-work-structured-v1,10,10,20,20,False,,False,,False,False,10
job_0224,depmap,depmap,anonymized,20,gpt-5.6-luna,chatgpt-work-structured-v1,10,10,31,20,False,,False,,False,False,10
job_0225,clinical,nsclc,named,16,gpt-5.6-luna,chatgpt-work-structured-v1,25,4,15,15,False,,False,,False,False,25
job_0226,depmap,depmap,named,14,gpt-5.6-luna,chatgpt-work-structured-v1,10,6,55,55,False,,False,,False,False,10
job_0227,clinical,nsclc,named,8,gpt-5.6-luna,chatgpt-work-structured-v1,25,8,15,15,False,,False,,False,False,25
job_0228,clinical,crc,named,1,gpt-5.6-luna,chatgpt-work-structured-v1,25,8,23,21,False,,False,,False,False,25
job_0229,clinical,crc,named,14,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,15,14,False,,False,,False,False,25
job_0230,depmap,depmap,anonymized,6,gpt-5.6-luna,chatgpt-work-structured-v1,10,3,30,27,False,,False,,False,False,10
job_0231,clinical,nsclc,named,4,gpt-5.6-luna,chatgpt-work-structured-v1,25,6,21,20,False,,False,,False,False,25
job_0232,clinical,breast,named,10,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,16,16,False,,False,,False,False,25
job_0233,clinical,prostate,anonymized,18,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,16,16,False,,False,,False,False,25
job_0234,depmap,depmap,anonymized,16,gpt-5.6-luna,chatgpt-work-structured-v1,10,4,40,40,False,,False,,False,False,10
job_0235,clinical,crc,named,4,gpt-5.6-luna,chatgpt-work-structured-v1,25,7,19,11,False,,False,,False,False,25
job_0236,clinical,breast,anonymized,20,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,11,11,False,,False,,False,False,25
job_0237,depmap,depmap,named,3,gpt-5.6-luna,chatgpt-work-structured-v1,10,10,10,10,False,,False,,False,False,10
job_0238,clinical,nsclc,named,6,gpt-5.6-luna,chatgpt-work-structured-v1,25,6,21,20,False,,False,,False,False,25
job_0239,clinical,nsclc,anonymized,5,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,15,12,False,,False,,False,False,25
job_0240,clinical,prostate,named,9,gpt-5.6-luna,chatgpt-work-structured-v1,25,4,15,15,True,3.0,True,3.0,True,True,3
job_0241,clinical,crc,named,17,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,21,21,True,4.0,False,,False,False,4
job_0242,clinical,breast,named,2,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,17,17,False,,False,,False,False,25
job_0243,clinical,aml,named,14,gpt-5.6-luna,chatgpt-work-structured-v1,25,6,21,17,False,,False,,False,False,25
job_0244,clinical,aml,named,4,gpt-5.6-luna,chatgpt-work-structured-v1,25,6,20,20,True,5.0,True,5.0,True,True,5
job_0245,clinical,aml,named,17,gpt-5.6-luna,chatgpt-work-structured-v1,25,4,8,8,False,,False,,False,False,25
job_0246,clinical,nsclc,anonymized,6,gpt-5.6-luna,chatgpt-work-structured-v1,25,6,19,16,False,,False,,False,False,25
job_0247,clinical,aml,anonymized,19,gpt-5.6-luna,chatgpt-work-structured-v1,25,6,19,19,False,,False,,False,False,25
job_0248,clinical,prostate,anonymized,19,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,15,14,False,,False,,False,False,25
job_0249,clinical,prostate,named,16,gpt-5.6-luna,chatgpt-work-structured-v1,25,5,16,16,False,,False,,False,False,25
job_0250,depmap,depmap,anonymized,2,gpt-5.6-luna,chatgpt-work-structured-v1,10,10,10,10,False,,False,,False,False,10
