llm,harness,workflow,reasoning_effort,view,version,run_id,replicate,iterations,source,pair_id,report_sha256,report_available,source_generation,versions,stage_failure_policy,reported_model,output_tokens,input_tokens,missing_token_calls,unknown_internal_attempts,usage_source,report_error,status,precision,recall,f1,f1_saved,exploration,focal_recovery,response_supported,response_excluded,response_ambiguous,responsiveness,attempted
gpt-5.6-sol,Codex,deliberative,medium,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r006,6,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r006,es-v2-nsclc_clinical-42000,772cc8b4d5c372d504735aa2e6d0564189e6f1bc0ead6e463542840fa1a6d389,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,539009,11003185,0,2,coordination.output_token_accounting,,completed,98.95833333333334,66.66666666666666,79.66457023060795,79.66457023060795,61.333333333333336,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r007,7,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r007,es-v2-nsclc_clinical-42000,3c8b9d74f84b7607c4538647740fe5b8bcf681668b26df06dc1117807f6ef8c4,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,544896,11143416,0,2,coordination.output_token_accounting,,completed,95.04950495049505,66.66666666666666,78.3673469387755,78.3673469387755,62.22222222222223,100,1.0,1.0,0.0,66.66666666666667,True
gpt-5.6-sol,Codex,deliberative,medium,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r008,8,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r008,es-v2-nsclc_clinical-42000,09c1e2645b5858108b29a1def4cf3c52cdad6a924b746a1b53cc49cdc92bb956,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,547116,10999308,0,0,coordination.output_token_accounting,,completed,99.04761904761905,66.66666666666666,79.6934865900383,79.6934865900383,60.44444444444444,100,1.0,1.0,0.5,83.33333333333333,True
gpt-5.6-sol,Codex,deliberative,medium,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r009,9,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r009,es-v2-nsclc_clinical-42000,2eb790508fffb2be1bb62e1e8ed00db23fe96cd5cea409c8b5efc3e8a5271446,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,567310,11384798,0,0,coordination.output_token_accounting,,completed,95.1219512195122,66.66666666666666,78.39195979899496,78.39195979899496,59.11111111111111,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,masked,expected,a561a12e2075ee78__deliberative__sol_medium__r010,10,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/a561a12e2075ee78__deliberative__sol_medium__r010,es-v2-nsclc_clinical-42000,42c5eb02d93e2e2c134e580ee603b9b7e7a11593100ed2e372a40b837d066986,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,488927,10033542,0,0,coordination.output_token_accounting,,completed,90.12345679012346,66.66666666666666,76.64041994750656,76.64041994750656,64.0,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r001,1,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r001,es-v2-nsclc_clinical-42000,c1ffeace6b5510cdc8ef0b28d011266e4a3a5f2595c6a105b3b2ca9ff0a3d408,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,637958,11277030,0,1,coordination.output_token_accounting,,completed,97.27272727272728,66.66666666666666,79.11275415896488,79.11275415896488,59.333333333333336,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r002,2,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r002,es-v2-nsclc_clinical-42000,a4d573c78b68036094eaddbfe8eda41ca5778be80d545eb66118abef4a47707c,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,490301,10806703,0,1,coordination.output_token_accounting,,completed,96.29629629629629,66.66666666666666,78.78787878787878,78.78787878787878,60.666666666666664,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r003,3,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r003,es-v2-nsclc_clinical-42000,21fee70a2e5a9a2fe1d3dacf6b081874d10a15a61d9443cee40d7420f0498fa8,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,558575,10768652,0,0,coordination.output_token_accounting,,completed,92.7710843373494,66.66666666666666,77.58186397984886,77.58186397984886,62.666666666666664,100,1.0,1.0,0.5,83.33333333333333,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r004,4,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r004,es-v2-nsclc_clinical-42000,c132870ed0edeb9e86f6ddac813feb1bbb8c855f926dea56268009c325cf675b,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,524439,10958063,0,2,coordination.output_token_accounting,,completed,100.0,66.66666666666666,80.0,80.0,62.666666666666664,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r005,5,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r005,es-v2-nsclc_clinical-42000,f73c3d0cda288cee255f3005540885a2e2ac68bcd8adc177dabb03d8444e229d,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,563892,12167394,0,2,coordination.output_token_accounting,,completed,96.7741935483871,66.66666666666666,78.94736842105263,78.94736842105263,61.333333333333336,100,1.0,1.0,0.6666666666666666,88.88888888888887,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r006,6,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r006,es-v2-nsclc_clinical-42000,86ec3bfda2189d780be2dc6c9c497ad0ea547b55f8ee4ca7b3ec4d8e537e54b3,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,495590,10401578,0,2,coordination.output_token_accounting,,completed,80.24691358024691,66.66666666666666,72.82913165266106,72.82913165266106,63.333333333333336,100,1.0,1.0,0.25,75.0,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r007,7,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r007,es-v2-nsclc_clinical-42000,f4376d3652abaf741ead6be5d741a920baa198984990888810c9c260314f9b05,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,567712,11430142,0,0,coordination.output_token_accounting,,completed,100.0,66.66666666666666,80.0,80.0,62.666666666666664,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r008,8,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r008,es-v2-nsclc_clinical-42000,159db38c1def2cfbbdfdd5a8b5add95c1e42cb82dbc8bb66fee8183df7cc9a8a,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,517644,10393430,0,0,coordination.output_token_accounting,,failed,99.01960784313727,66.66666666666666,79.6844181459566,79.6844181459566,58.666666666666664,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r009,9,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r009,es-v2-nsclc_clinical-42000,31dca421de8fc7a49383274bcd5659ed69fab9228a052857ad15fddd25f6a35d,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,608689,11180490,0,0,coordination.output_token_accounting,,completed,71.0,66.66666666666666,68.76513317191282,68.76513317191282,60.666666666666664,100,1.0,1.0,0.2,73.33333333333334,True
gpt-5.6-sol,Codex,deliberative,medium,masked,surprising,1a87643398283251__deliberative__sol_medium__r010,10,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260910_clinical10pct_masked_workflows/runs/1a87643398283251__deliberative__sol_medium__r010,es-v2-nsclc_clinical-42000,4dfac342b46cba3ddf17bf663645c462f4704279caebf9612132882d97a99e47,True,20260910_clinical10pct_masked_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,508157,10829673,0,0,coordination.output_token_accounting,,completed,88.50574712643679,66.66666666666666,76.04938271604938,76.04938271604938,62.0,100,1.0,0.6666666666666666,1.0,88.88888888888887,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r001,1,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r001,es-v2-nsclc_clinical-42000,ddf2f0af660a751856075b6d5b7791aae80d2e9d1032f586211d3bd0e432293c,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-5.6-sol,564346,11833798,0,0,coordination.output_token_accounting,,completed,96.29629629629629,66.66666666666666,78.78787878787878,78.78787878787878,65.33333333333333,100,1.0,1.0,0.6,86.66666666666667,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r002,2,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r002,es-v2-nsclc_clinical-42000,2f26bb32176b15540019de1a16d94460c51109a47ad52a9020b09aecde56216f,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,576433,11319618,0,0,coordination.output_token_accounting,,completed,98.61111111111111,33.33333333333333,49.82456140350877,49.82456140350877,59.11111111111111,100,1.0,0.75,1.0,91.66666666666667,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r003,3,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r003,es-v2-nsclc_clinical-42000,b0606ae01a8350f38d83200a482f543aeee256856f52d509decc4c8daf990e76,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,516648,11033674,0,0,coordination.output_token_accounting,,completed,86.25,66.66666666666666,75.20435967302451,75.20435967302451,66.66666666666667,100,1.0,1.0,0.6666666666666666,88.88888888888887,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r004,4,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r004,es-v2-nsclc_clinical-42000,c36d981e10fde4b1eafda51f01cfef4e6a38b4ad5dc2b31c0093305e875c0f51,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-5.6-sol,485881,9499673,0,0,coordination.output_token_accounting,,completed,96.42857142857143,11.11111111111111,19.92619926199262,19.92619926199262,9.777777777777777,0,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r005,5,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r005,es-v2-nsclc_clinical-42000,ae7c94e7030d0e0a0d1dd2e1ad851d1fe1ec3fd7818ed74b9b287764fb9d9c35,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-5.6-sol,550322,12214983,0,0,coordination.output_token_accounting,,completed,96.7741935483871,66.66666666666666,78.94736842105263,78.94736842105263,65.33333333333333,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r006,6,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r006,es-v2-nsclc_clinical-42000,ea8da0c027d7592943e0907ffebd6a9e62c0e07f64715a36f08a3bffe8cce349,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,561581,10822405,0,0,coordination.output_token_accounting,,completed,81.92771084337349,66.66666666666666,73.5135135135135,73.5135135135135,65.77777777777777,100,1.0,1.0,0.0,66.66666666666667,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r007,7,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r007,es-v2-nsclc_clinical-42000,77f195ba24e0d3f3416ad0004ae84f84451dbc802cc4430cc8d5a5de823502c4,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,521643,10283490,0,0,coordination.output_token_accounting,,completed,100.0,66.66666666666666,80.0,80.0,66.22222222222223,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r008,8,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r008,es-v2-nsclc_clinical-42000,27a7b74b4f1ac8c2aae5fd23a070a38ed5f5d405539fa015eba7cda0a0ac9ca9,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,606973,11218113,0,1,coordination.output_token_accounting,,completed,91.83673469387756,11.11111111111111,19.823788546255507,19.823788546255507,9.777777777777777,0,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r009,9,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r009,es-v2-nsclc_clinical-42000,5887eb7c48feced7d87e2d58c8d17df2670550ad263b185fbd9fc560ffe8fc6a,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,502846,10734225,0,1,coordination.output_token_accounting,,completed,89.32038834951457,66.66666666666666,76.34854771784232,76.34854771784232,66.22222222222223,100,1.0,1.0,0.5,83.33333333333333,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,expected,0dfe6f786ad7dd9d__deliberative__sol_medium__r010,10,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/0dfe6f786ad7dd9d__deliberative__sol_medium__r010,es-v2-nsclc_clinical-42000,3b359847b50a8a44601901852f8c05afc48b23a3848346dae79eaa755c7baba4,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,527056,11130416,0,1,coordination.output_token_accounting,,completed,93.5064935064935,33.33333333333333,49.14675767918088,49.14675767918088,66.22222222222223,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r001,1,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/997d9404f1e89442__deliberative__sol_medium__r001,es-v2-nsclc_clinical-42000,73cff498a0ce5a68c4260df4ad38bf5832f14c9ca69f252af4237242e08771d8,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,588238,11713718,0,0,coordination.output_token_accounting,,completed,92.3913043478261,66.66666666666666,77.44874715261957,77.44874715261957,65.33333333333333,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r002,2,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/997d9404f1e89442__deliberative__sol_medium__r002,es-v2-nsclc_clinical-42000,be3ce156211264b5d3f4133130784a587641d0caaa3e01a6dae255f71d5feb80,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,603327,10771631,0,0,coordination.output_token_accounting,,completed,94.52054794520548,16.666666666666664,28.33675564681724,28.33675564681724,16.0,0,1.0,1.0,0.75,91.66666666666667,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r003,3,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/997d9404f1e89442__deliberative__sol_medium__r003,es-v2-nsclc_clinical-42000,2083cabee31d22ece0b38187c17a04d1f4ca66e243c4b3ea280f9aadbcfc5953,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,639798,11161712,0,0,coordination.output_token_accounting,,completed,80.26315789473685,33.33333333333333,47.104247104247094,47.104247104247094,65.33333333333333,0,1.0,1.0,0.6666666666666666,88.88888888888887,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r004,4,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/997d9404f1e89442__deliberative__sol_medium__r004,es-v2-nsclc_clinical-42000,e5d84a3cc6c9ab515295ab941d9f6145e7d100d16df4f911cc87bf9325c0185c,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-5.6-sol,533554,11254508,0,0,coordination.output_token_accounting,,completed,85.71428571428571,16.666666666666664,27.906976744186043,27.906976744186043,16.0,0,1.0,1.0,0.0,66.66666666666667,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r005,5,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260908_clinical10pct_workflows/runs/997d9404f1e89442__deliberative__sol_medium__r005,es-v2-nsclc_clinical-42000,14ef99bd5282ed1ac9115ce70430c33202c300af73ed860a00df48ec27d8fa4a,True,20260908_clinical10pct_workflows,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",zero_run,gpt-5.6-sol,627741,12213687,0,0,coordination.output_token_accounting,,completed,96.05263157894737,66.66666666666666,78.70619946091642,78.70619946091642,66.0,100,1.0,1.0,1.0,100.0,True
gpt-5.6-sol,Codex,deliberative,medium,unmasked,surprising,997d9404f1e89442__deliberative__sol_medium__r006,6,25,/data1/ken/onc-co-scientist/data/expected_surprising_ledger/full_runs/20260909_codex_repair/runs/997d9404f1e89442__deliberative__sol_medium__r006,es-v2-nsclc_clinical-42000,237b58f75f1c84d18ed1f32d9a04924772fbe671f07ecf8c75eb4ed107b2234d,True,20260909_codex_repair,"{""numerical_dgp"": 2, ""prompt"": ""ledger-1.0.0"", ""schema_version"": ""stage-forms-1.0.0"", ""scoring"": ""profile-3.0.0"", ""validation_policy"": ""delayed-3.0.0"", ""workflow"": ""appraisal-3.2.0""}",retain_scientific_scores,gpt-5.6-sol,644112,11840014,0,0,coordination.output_token_accounting,,completed,93.06930693069307,66.66666666666666,77.68595041322314,77.68595041322314,64.66666666666667,100,1.0,1.0,1.0,100.0,True
